,date,neuron,0,max_time,min_diff,number_neurites,nb_neurites_slower,MTRF_column,time_slowdown,axon_growth_time,time_slowdown_diff
6,190730,11,99999.0,1047.0,0.2,1,3,MT-RF_smooth_200,99879.0,0,1664.65
7,190802,5,99999.0,327.0,0.2,1,3,MT-RF_smooth_200,99879.0,407,1657.8666666666666
8,190802,9,99999.0,641.0,0.2,1,3,MT-RF_smooth_200,99879.0,165,1661.9
9,190802,10,99999.0,866.0,0.2,1,3,MT-RF_smooth_200,99879.0,200,1661.3166666666666
10,190806,10,809.0,1343.0,0.2,5,3,MT-RF_smooth_200,689.0,409,4.666666666666667
11,190820,15,341.0,796.0,0.2,3,3,MT-RF_smooth_200,221.0,348,-2.1166666666666667
12,190823,1,791.0,2893.0,0.2,5,3,MT-RF_smooth_200,671.0,379,4.866666666666666
13,190823,3,1012.0,2904.0,0.2,9,3,MT-RF_smooth_200,892.0,1900,-16.8
14,190823,12,1146.0,2435.0,0.2,6,3,MT-RF_smooth_200,1026.0,1130,-1.7333333333333334
15,190823,15,1653.0,2511.0,0.2,3,3,MT-RF_smooth_200,1533.0,1686,-2.55
0,190712,19,585.0,1256.0,0.2,5,3,MT-RF_neg_smooth_60,465.0,973,-8.466666666666667
1,190719,7,239.0,1230.0,0.2,6,3,MT-RF_neg_smooth_60,119.0,238,-1.9833333333333334
2,190719,11,250.0,434.0,0.2,6,3,MT-RF_neg_smooth_60,130.0,100,0.5
3,190723,2,1098.0,1144.0,0.2,4,3,MT-RF_neg_smooth_60,978.0,713,4.416666666666667
4,190723,6,724.0,1084.0,0.2,4,3,MT-RF_neg_smooth_60,604.0,472,2.2
5,190730,3,243.0,1470.0,0.2,3,3,MT-RF_neg_smooth_60,123.0,89,0.5666666666666667
6,190730,11,99999.0,1185.0,0.2,3,3,MT-RF_neg_smooth_60,99879.0,0,1664.65
7,190802,5,305.0,498.0,0.2,2,3,MT-RF_neg_smooth_60,185.0,407,-3.7
8,190802,9,531.0,721.0,0.2,3,3,MT-RF_neg_smooth_60,411.0,165,4.1
9,190802,10,99999.0,963.0,0.2,2,3,MT-RF_neg_smooth_60,99879.0,200,1661.3166666666666
10,190806,10,745.0,1446.0,0.2,6,3,MT-RF_neg_smooth_60,625.0,409,3.6
11,190820,15,430.0,904.0,0.2,5,3,MT-RF_neg_smooth_60,310.0,348,-0.6333333333333333
12,190823,1,900.0,2974.0,0.2,5,3,MT-RF_neg_smooth_60,780.0,379,6.683333333333334
13,190823,3,951.0,2977.0,0.2,9,3,MT-RF_neg_smooth_60,831.0,1900,-17.816666666666666
14,190823,12,1144.0,2498.0,0.2,6,3,MT-RF_neg_smooth_60,1024.0,1130,-1.7666666666666666
15,190823,15,1706.0,2585.0,0.2,4,3,MT-RF_neg_smooth_60,1586.0,1686,-1.6666666666666667
0,190712,19,1066.0,1181.0,0.3,4,3,MT-RF_neg_smooth_200,946.0,973,-0.45
1,190719,7,324.0,1148.0,0.3,6,3,MT-RF_neg_smooth_200,204.0,238,-0.5666666666666667
2,190719,11,230.0,358.0,0.3,5,3,MT-RF_neg_smooth_200,110.0,100,0.16666666666666666
3,190723,2,99999.0,1065.0,0.3,4,3,MT-RF_neg_smooth_200,99879.0,713,1652.7666666666667
4,190723,6,712.0,1002.0,0.3,2,3,MT-RF_neg_smooth_200,592.0,472,2.0
5,190730,3,319.0,1388.0,0.3,3,3,MT-RF_neg_smooth_200,199.0,89,1.8333333333333333
6,190730,11,99999.0,1047.0,0.3,3,3,MT-RF_neg_smooth_200,99879.0,0,1664.65
7,190802,5,99999.0,327.0,0.3,2,3,MT-RF_neg_smooth_200,99879.0,407,1657.8666666666666
8,190802,9,99999.0,641.0,0.3,1,3,MT-RF_neg_smooth_200,99879.0,165,1661.9
9,190802,10,99999.0,866.0,0.3,1,3,MT-RF_neg_smooth_200,99879.0,200,1661.3166666666666
10,190806,10,809.0,1343.0,0.3,5,3,MT-RF_neg_smooth_200,689.0,409,4.666666666666667
11,190820,15,494.0,796.0,0.3,5,3,MT-RF_neg_smooth_200,374.0,348,0.43333333333333335
12,190823,1,913.0,2893.0,0.3,5,3,MT-RF_neg_smooth_200,793.0,379,6.9
13,190823,3,1012.0,2904.0,0.3,9,3,MT-RF_neg_smooth_200,892.0,1900,-16.8
14,190823,12,1194.0,2435.0,0.3,6,3,MT-RF_neg_smooth_200,1074.0,1130,-0.9333333333333333
15,190823,15,1760.0,2511.0,0.3,3,3,MT-RF_neg_smooth_200,1640.0,1686,-0.7666666666666667
0,190712,19,1007.0,1181.0,0.3,4,3,MT-RF_smooth_200,887.0,973,-1.4333333333333333
1,190719,7,485.0,1148.0,0.3,6,3,MT-RF_smooth_200,365.0,238,2.1166666666666667
2,190719,11,230.0,358.0,0.3,4,3,MT-RF_smooth_200,110.0,100,0.16666666666666666
3,190723,2,1033.0,1065.0,0.3,4,3,MT-RF_smooth_200,913.0,713,3.3333333333333335
4,190723,6,713.0,1002.0,0.3,2,3,MT-RF_smooth_200,593.0,472,2.0166666666666666
5,190730,3,319.0,1388.0,0.3,2,3,MT-RF_smooth_200,199.0,89,1.8333333333333333
6,190730,11,99999.0,1047.0,0.3,1,3,MT-RF_smooth_200,99879.0,0,1664.65
7,190802,5,99999.0,327.0,0.3,1,3,MT-RF_smooth_200,99879.0,407,1657.8666666666666
8,190802,9,99999.0,641.0,0.3,1,3,MT-RF_smooth_200,99879.0,165,1661.9
9,190802,10,99999.0,866.0,0.3,1,3,MT-RF_smooth_200,99879.0,200,1661.3166666666666
10,190806,10,809.0,1343.0,0.3,5,3,MT-RF_smooth_200,689.0,409,4.666666666666667
11,190820,15,494.0,796.0,0.3,3,3,MT-RF_smooth_200,374.0,348,0.43333333333333335
12,190823,1,805.0,2893.0,0.3,5,3,MT-RF_smooth_200,685.0,379,5.1
13,190823,3,1012.0,2904.0,0.3,9,3,MT-RF_smooth_200,892.0,1900,-16.8
14,190823,12,1193.0,2435.0,0.3,6,3,MT-RF_smooth_200,1073.0,1130,-0.95
15,190823,15,1653.0,2511.0,0.3,3,3,MT-RF_smooth_200,1533.0,1686,-2.55
0,190712,19,1054.0,1256.0,0.3,5,3,MT-RF_neg_smooth_60,934.0,973,-0.65
1,190719,7,240.0,1230.0,0.3,6,3,MT-RF_neg_smooth_60,120.0,238,-1.9666666666666666
2,190719,11,261.0,434.0,0.3,6,3,MT-RF_neg_smooth_60,141.0,100,0.6833333333333333
3,190723,2,1103.0,1144.0,0.3,4,3,MT-RF_neg_smooth_60,983.0,713,4.5
4,190723,6,739.0,1084.0,0.3,4,3,MT-RF_neg_smooth_60,619.0,472,2.45
5,190730,3,253.0,1470.0,0.3,3,3,MT-RF_neg_smooth_60,133.0,89,0.7333333333333333
6,190730,11,99999.0,1185.0,0.3,3,3,MT-RF_neg_smooth_60,99879.0,0,1664.65
7,190802,5,309.0,498.0,0.3,2,3,MT-RF_neg_smooth_60,189.0,407,-3.6333333333333333
8,190802,9,531.0,721.0,0.3,3,3,MT-RF_neg_smooth_60,411.0,165,4.1
9,190802,10,99999.0,963.0,0.3,2,3,MT-RF_neg_smooth_60,99879.0,200,1661.3166666666666
10,190806,10,747.0,1446.0,0.3,6,3,MT-RF_neg_smooth_60,627.0,409,3.6333333333333333
11,190820,15,541.0,904.0,0.3,5,3,MT-RF_neg_smooth_60,421.0,348,1.2166666666666666
12,190823,1,1003.0,2974.0,0.3,5,3,MT-RF_neg_smooth_60,883.0,379,8.4
13,190823,3,951.0,2977.0,0.3,9,3,MT-RF_neg_smooth_60,831.0,1900,-17.816666666666666
14,190823,12,1241.0,2498.0,0.3,6,3,MT-RF_neg_smooth_60,1121.0,1130,-0.15
15,190823,15,2025.0,2585.0,0.3,4,3,MT-RF_neg_smooth_60,1905.0,1686,3.65
