,date,experiment,cell,kymograph,interval,time,region,tubb_mass,tubb_frac
13,220503,4,6,027,2,13,retrograde,28011,0.16143924199460544
14,220503,4,6,027,2,14,retrograde,14691,0.09507014909919238
15,220503,4,6,027,2,15,retrograde,10251,0.07501481855502623
16,220503,4,6,027,2,16,retrograde,15504,0.12103989382465453
17,220503,4,6,027,2,17,retrograde,10656,0.07842560018840986
18,220503,4,6,027,2,18,retrograde,17847,0.1284918212187536
19,220503,4,6,027,2,19,retrograde,29197,0.18899324862286146
20,220503,4,6,027,2,20,retrograde,39187,0.24955104120231802
21,220503,4,6,027,2,21,retrograde,37481,0.220398682817829
22,220503,4,6,027,2,22,retrograde,29554,0.20276769603370084
23,220503,4,6,027,2,23,retrograde,22338,0.153596501481782
24,220503,4,6,027,2,24,retrograde,16952,0.10355654925533604
25,220503,4,6,027,2,25,retrograde,17649,0.09909267514850707
26,220503,4,6,027,2,26,retrograde,17137,0.09986072991509769
0,220503,4,6,027,2,0,anterograde,170539,0.5306145943204552
1,220503,4,6,027,2,1,anterograde,276458,0.7229569114981995
2,220503,4,6,027,2,2,anterograde,300373,0.7570647242665591
3,220503,4,6,027,2,3,anterograde,287398,0.8385722580626337
4,220503,4,6,027,2,4,anterograde,213221,0.7958383099432667
5,220503,4,6,027,2,5,anterograde,167144,0.7729631239652605
6,220503,4,6,027,2,6,anterograde,168543,0.8307276007215875
7,220503,4,6,027,2,7,anterograde,174657,0.9064144480772225
8,220503,4,6,027,2,8,anterograde,171103,0.9196811541231739
9,220503,4,6,027,2,9,anterograde,161238,0.9115207842206129
10,220503,4,6,027,2,10,anterograde,141521,0.8946323701395167
11,220503,4,6,027,2,11,anterograde,163329,0.8649159597114987
12,220503,4,6,027,2,12,anterograde,118417,0.8414959992041046
13,220503,4,6,027,2,13,anterograde,140533,0.8099511261728566
14,220503,4,6,027,2,14,anterograde,133695,0.8651830089045351
15,220503,4,6,027,2,15,anterograde,118075,0.8640498196161079
16,220503,4,6,027,2,16,anterograde,108539,0.8473651338902334
17,220503,4,6,027,2,17,anterograde,105931,0.7796267129840883
18,220503,4,6,027,2,18,anterograde,110826,0.7979063471950236
19,220503,4,6,027,2,19,anterograde,122048,0.7900211668295715
20,220503,4,6,027,2,20,anterograde,111685,0.7112335222568936
21,220503,4,6,027,2,21,anterograde,125334,0.7369987063389392
22,220503,4,6,027,2,22,anterograde,106737,0.7323142576825177
23,220503,4,6,027,2,23,anterograde,118672,0.8159908686474184
24,220503,4,6,027,2,24,anterograde,138665,0.8470781561167515
25,220503,4,6,027,2,25,anterograde,153777,0.8634015698516614
26,220503,4,6,027,2,26,anterograde,140402,0.8181505631988998
0,220503,4,6,027,2,0,stationary,123429,0.38403666470648634
1,220503,4,6,027,2,1,stationary,84128,0.22000057531531203
2,220503,4,6,027,2,2,stationary,80038,0.2017290049400141
3,220503,4,6,027,2,3,stationary,49674,0.14493920746492064
4,220503,4,6,027,2,4,stationary,44773,0.16711331740818156
5,220503,4,6,027,2,5,stationary,39418,0.18228988429415735
6,220503,4,6,027,2,6,stationary,29716,0.14646648856993583
7,220503,4,6,027,2,7,stationary,15775,0.08186724791115263
8,220503,4,6,027,2,8,stationary,9299,0.04998226245122174
9,220503,4,6,027,2,9,stationary,11235,0.0635144073401964
10,220503,4,6,027,2,10,stationary,8680,0.05487107194558408
11,220503,4,6,027,2,11,stationary,8077,0.04277211154534575
12,220503,4,6,027,2,12,stationary,5547,0.039418143573854834
13,220503,4,6,027,2,13,stationary,4964,0.02860963183253798
14,220503,4,6,027,2,14,stationary,6142,0.03974684199627252
15,220503,4,6,027,2,15,stationary,8327,0.06093536182886582
16,220503,4,6,027,2,16,stationary,4047,0.03159497228511203
17,220503,4,6,027,2,17,stationary,19287,0.14194768682750195
18,220503,4,6,027,2,18,stationary,10223,0.07360183158622279
19,220503,4,6,027,2,19,stationary,3242,0.020985584547567108
20,220503,4,6,027,2,20,stationary,6158,0.039215436540788386
21,220503,4,6,027,2,21,stationary,7245,0.0426026108432318
22,220503,4,6,027,2,22,stationary,9462,0.06491804628378146
23,220503,4,6,027,2,23,stationary,4423,0.030412629870799613
24,220503,4,6,027,2,24,stationary,8081,0.04936529462791237
25,220503,4,6,027,2,25,stationary,6680,0.03750575499983156
26,220503,4,6,027,2,26,stationary,14070,0.08198870688600249
0,220503,4,7,021,0,0,retrograde,103275,0.6189246203449558
1,220503,4,7,021,0,1,retrograde,114950,0.8933984113907326
2,220503,4,7,021,0,2,retrograde,37713,0.933790576175502
3,220503,4,7,021,0,3,retrograde,42248,0.924524585859028
4,220503,4,7,021,0,4,retrograde,25736,0.9487226748258193
5,220503,4,7,021,0,5,retrograde,18021,0.8845530849653954
6,220503,4,7,021,0,6,retrograde,22270,0.9755136011213807
7,220503,4,7,021,0,7,retrograde,24830,0.8975888370747931
8,220503,4,7,021,0,8,retrograde,14271,0.8819603238365985
9,220503,4,7,021,0,9,retrograde,13294,0.911047149122807
10,220503,4,7,021,0,10,retrograde,18584,0.8682489254344983
11,220503,4,7,021,0,11,retrograde,13496,0.9297967619703754
12,220503,4,7,021,0,12,retrograde,10260,0.8202750239846498
13,220503,4,7,021,0,13,retrograde,0,
14,220503,4,7,021,0,14,retrograde,20955,0.9857929152749683
15,220503,4,7,021,0,15,retrograde,20791,0.9726783625730994
16,220503,4,7,021,0,16,retrograde,14618,0.9911180419011458
17,220503,4,7,021,0,17,retrograde,12992,0.9469387755102041
18,220503,4,7,021,0,18,retrograde,12033,0.9431729111145948
19,220503,4,7,021,0,19,retrograde,10558,0.986452396524339
20,220503,4,7,021,0,20,retrograde,7020,0.8958652373660031
21,220503,4,7,021,0,21,retrograde,12163,0.9633296372564549
22,220503,4,7,021,0,22,retrograde,5727,1.0
23,220503,4,7,021,0,23,retrograde,6374,1.0
24,220503,4,7,021,0,24,retrograde,8435,0.9429849077697038
25,220503,4,7,021,0,25,retrograde,3982,0.8701923076923077
26,220503,4,7,021,0,26,retrograde,7447,0.9631401965856182
27,220503,4,7,021,0,27,retrograde,5876,0.9794965827637939
28,220503,4,7,021,0,28,retrograde,3775,0.971936148300721
29,220503,4,7,021,0,29,retrograde,3830,1.0
30,220503,4,7,021,0,30,retrograde,4854,0.9721610254356099
31,220503,4,7,021,0,31,retrograde,5287,1.0
32,220503,4,7,021,0,32,retrograde,5045,0.6369949494949495
33,220503,4,7,021,0,33,retrograde,5897,0.6992766512510376
34,220503,4,7,021,0,34,retrograde,9486,0.7207658992477776
0,220503,4,7,021,0,0,anterograde,24863,0.1490033680526423
1,220503,4,7,021,0,1,anterograde,11184,0.08692273016958638
2,220503,4,7,021,0,2,anterograde,824,0.0204026047985738
3,220503,4,7,021,0,3,anterograde,1413,0.03092106702847014
4,220503,4,7,021,0,4,anterograde,919,0.03387768643786633
5,220503,4,7,021,0,5,anterograde,1378,0.0676385412064988
6,220503,4,7,021,0,6,anterograde,559,0.0244863988786193
7,220503,4,7,021,0,7,anterograde,827,0.029895528323030763
8,220503,4,7,021,0,8,anterograde,88,0.005438477226376614
9,220503,4,7,021,0,9,anterograde,1189,0.08148300438596491
10,220503,4,7,021,0,10,anterograde,1206,0.05634460848439544
11,220503,4,7,021,0,11,anterograde,927,0.06386496727523251
12,220503,4,7,021,0,12,anterograde,1792,0.14326830828269907
13,220503,4,7,021,0,13,anterograde,0,
14,220503,4,7,021,0,14,anterograde,0,0.0
15,220503,4,7,021,0,15,anterograde,52,0.0024327485380116957
16,220503,4,7,021,0,16,anterograde,131,0.00888195809885416
17,220503,4,7,021,0,17,anterograde,711,0.051822157434402334
18,220503,4,7,021,0,18,anterograde,452,0.03542875058786644
19,220503,4,7,021,0,19,anterograde,140,0.013080444735120994
20,220503,4,7,021,0,20,anterograde,0,0.0
21,220503,4,7,021,0,21,anterograde,0,0.0
22,220503,4,7,021,0,22,anterograde,0,0.0
23,220503,4,7,021,0,23,anterograde,0,0.0
24,220503,4,7,021,0,24,anterograde,0,0.0
25,220503,4,7,021,0,25,anterograde,436,0.09527972027972027
26,220503,4,7,021,0,26,anterograde,20,0.002586652871184687
27,220503,4,7,021,0,27,anterograde,0,0.0
28,220503,4,7,021,0,28,anterograde,0,0.0
29,220503,4,7,021,0,29,anterograde,0,0.0
30,220503,4,7,021,0,30,anterograde,0,0.0
31,220503,4,7,021,0,31,anterograde,0,0.0
32,220503,4,7,021,0,32,anterograde,1994,0.25176767676767675
33,220503,4,7,021,0,33,anterograde,1291,0.15308905490335586
34,220503,4,7,021,0,34,anterograde,3003,0.2281741509003875
0,220503,4,7,021,0,0,stationary,38724,0.23207201160240198
1,220503,4,7,021,0,1,stationary,2532,0.019678858439681035
2,220503,4,7,021,0,2,stationary,1850,0.045806819025924185
3,220503,4,7,021,0,3,stationary,2036,0.04455434711250191
4,220503,4,7,021,0,4,stationary,472,0.017399638736314373
5,220503,4,7,021,0,5,stationary,974,0.04780837382810583
6,220503,4,7,021,0,6,stationary,0,0.0
7,220503,4,7,021,0,7,stationary,2006,0.0725156346021762
8,220503,4,7,021,0,8,stationary,1822,0.1126011989370249
9,220503,4,7,021,0,9,stationary,109,0.00746984649122807
10,220503,4,7,021,0,10,stationary,1614,0.07540646608110634
11,220503,4,7,021,0,11,stationary,92,0.006338270754392008
12,220503,4,7,021,0,12,stationary,456,0.036456667732651105
13,220503,4,7,021,0,13,stationary,0,
14,220503,4,7,021,0,14,stationary,302,0.014207084725031753
15,220503,4,7,021,0,15,stationary,532,0.024888888888888887
16,220503,4,7,021,0,16,stationary,0,0.0
17,220503,4,7,021,0,17,stationary,17,0.001239067055393586
18,220503,4,7,021,0,18,stationary,273,0.0213983382975388
19,220503,4,7,021,0,19,stationary,5,0.0004671587405400355
20,220503,4,7,021,0,20,stationary,816,0.10413476263399694
21,220503,4,7,021,0,21,stationary,463,0.036670362743545064
22,220503,4,7,021,0,22,stationary,0,0.0
23,220503,4,7,021,0,23,stationary,0,0.0
24,220503,4,7,021,0,24,stationary,510,0.05701509223029626
25,220503,4,7,021,0,25,stationary,158,0.034527972027972025
26,220503,4,7,021,0,26,stationary,265,0.0342731505431971
27,220503,4,7,021,0,27,stationary,123,0.020503417236206033
28,220503,4,7,021,0,28,stationary,109,0.028063851699279094
29,220503,4,7,021,0,29,stationary,0,0.0
30,220503,4,7,021,0,30,stationary,139,0.027838974564390145
31,220503,4,7,021,0,31,stationary,0,0.0
32,220503,4,7,021,0,32,stationary,881,0.11123737373737373
33,220503,4,7,021,0,33,stationary,1245,0.14763429384560656
34,220503,4,7,021,0,34,stationary,672,0.051059949851834964
0,220503,4,7,021,1,0,retrograde,34398,0.15212680329391368
1,220503,4,7,021,1,1,retrograde,37121,0.19329323856387826
2,220503,4,7,021,1,2,retrograde,15480,0.14108511588483516
3,220503,4,7,021,1,3,retrograde,15808,0.17543781768139746
4,220503,4,7,021,1,4,retrograde,23015,0.3349682715258776
5,220503,4,7,021,1,5,retrograde,15736,0.2631174129685985
6,220503,4,7,021,1,6,retrograde,24445,0.4651937276394915
7,220503,4,7,021,1,7,retrograde,22150,0.3707237062328446
8,220503,4,7,021,1,8,retrograde,24228,0.4710044907560411
9,220503,4,7,021,1,9,retrograde,32192,0.6107148277432084
10,220503,4,7,021,1,10,retrograde,28677,0.5709706321553012
11,220503,4,7,021,1,11,retrograde,27055,0.672708737381272
12,220503,4,7,021,1,12,retrograde,29793,0.708277862305059
13,220503,4,7,021,1,13,retrograde,25500,0.6918068366793272
14,220503,4,7,021,1,14,retrograde,25970,0.8412425901331346
15,220503,4,7,021,1,15,retrograde,28980,0.6989195446652517
16,220503,4,7,021,1,16,retrograde,27788,0.8255986689642878
17,220503,4,7,021,1,17,retrograde,24122,0.6963022832895535
18,220503,4,7,021,1,18,retrograde,26870,0.7309376785179946
19,220503,4,7,021,1,19,retrograde,18302,0.7632830094253066
20,220503,4,7,021,1,20,retrograde,18623,0.6595714538693112
21,220503,4,7,021,1,21,retrograde,27853,0.7240375367178767
22,220503,4,7,021,1,22,retrograde,23169,0.7745979739895021
23,220503,4,7,021,1,23,retrograde,30513,0.8404858968708683
24,220503,4,7,021,1,24,retrograde,31415,0.8260366543083274
25,220503,4,7,021,1,25,retrograde,18628,0.835936097648537
26,220503,4,7,021,1,26,retrograde,23798,0.8388438491364117
27,220503,4,7,021,1,27,retrograde,27008,0.7357524245396099
28,220503,4,7,021,1,28,retrograde,18060,0.6347086525620299
29,220503,4,7,021,1,29,retrograde,19961,0.9145933562428408
30,220503,4,7,021,1,30,retrograde,17710,0.9268369269415951
31,220503,4,7,021,1,31,retrograde,16064,0.8090657265172501
32,220503,4,7,021,1,32,retrograde,18499,0.7704064634349492
33,220503,4,7,021,1,33,retrograde,7463,0.5001005159820412
34,220503,4,7,021,1,34,retrograde,5905,0.6083238899763057
35,220503,4,7,021,1,35,retrograde,14285,0.6326395039858281
36,220503,4,7,021,1,36,retrograde,17227,0.6673510498179283
37,220503,4,7,021,1,37,retrograde,13210,0.6498745510896837
0,220503,4,7,021,1,0,anterograde,85475,0.37801728331726475
1,220503,4,7,021,1,1,anterograde,87815,0.45726262073993074
2,220503,4,7,021,1,2,anterograde,49840,0.4542430346059551
3,220503,4,7,021,1,3,anterograde,50212,0.5572547888042971
4,220503,4,7,021,1,4,anterograde,32475,0.47265238400186294
5,220503,4,7,021,1,5,anterograde,38294,0.6403036484633648
6,220503,4,7,021,1,6,anterograde,18158,0.3455507345664916
7,220503,4,7,021,1,7,anterograde,22989,0.38476601727254467
8,220503,4,7,021,1,8,anterograde,12977,0.25227939889966755
9,220503,4,7,021,1,9,anterograde,11227,0.21298755501593564
10,220503,4,7,021,1,10,anterograde,13164,0.2621005475360876
11,220503,4,7,021,1,11,anterograde,6881,0.17109254562633647
12,220503,4,7,021,1,12,anterograde,7310,0.173782807151008
13,220503,4,7,021,1,13,anterograde,4845,0.13144329896907217
14,220503,4,7,021,1,14,anterograde,3391,0.10984419034044897
15,220503,4,7,021,1,15,anterograde,5381,0.12977522670268185
16,220503,4,7,021,1,16,anterograde,1090,0.03238457424683582
17,220503,4,7,021,1,17,anterograde,5770,0.16655601420200328
18,220503,4,7,021,1,18,anterograde,7188,0.19553330975762356
19,220503,4,7,021,1,19,anterograde,3451,0.1439235966302444
20,220503,4,7,021,1,20,anterograde,3358,0.11893040552505756
21,220503,4,7,021,1,21,anterograde,2626,0.06826275702513712
22,220503,4,7,021,1,22,anterograde,4961,0.16585871418541673
23,220503,4,7,021,1,23,anterograde,2497,0.06878029969149405
24,220503,4,7,021,1,24,anterograde,4121,0.10835897031369146
25,220503,4,7,021,1,25,anterograde,1010,0.04532399928199605
26,220503,4,7,021,1,26,anterograde,2695,0.0949947127247092
27,220503,4,7,021,1,27,anterograde,7754,0.21123460825977988
28,220503,4,7,021,1,28,anterograde,6591,0.2316370281858438
29,220503,4,7,021,1,29,anterograde,1399,0.0641008018327606
30,220503,4,7,021,1,30,anterograde,663,0.03469750889679715
31,220503,4,7,021,1,31,anterograde,2128,0.10717703349282297
32,220503,4,7,021,1,32,anterograde,2521,0.10498917208062636
33,220503,4,7,021,1,33,anterograde,5535,0.3709039737318234
34,220503,4,7,021,1,34,anterograde,2407,0.2479653858040589
35,220503,4,7,021,1,35,anterograde,3313,0.14672276350752878
36,220503,4,7,021,1,36,anterograde,4888,0.18935461377547066
37,220503,4,7,021,1,37,anterograde,2044,0.1005559108574802
0,220503,4,7,021,1,0,stationary,106241,0.46985591338882154
1,220503,4,7,021,1,1,stationary,67109,0.349444140696191
2,220503,4,7,021,1,2,stationary,44401,0.4046718495092097
3,220503,4,7,021,1,3,stationary,24086,0.2673073935143054
4,220503,4,7,021,1,4,stationary,13218,0.1923793444722594
5,220503,4,7,021,1,5,stationary,5776,0.09657893856803665
6,220503,4,7,021,1,6,stationary,9945,0.1892555377940169
7,220503,4,7,021,1,7,stationary,14609,0.2445102764946107
8,220503,4,7,021,1,8,stationary,14234,0.2767161103442913
9,220503,4,7,021,1,9,stationary,9293,0.17629761724085596
10,220503,4,7,021,1,10,stationary,8384,0.16692882030861125
11,220503,4,7,021,1,11,stationary,6282,0.15619871699239146
12,220503,4,7,021,1,12,stationary,4961,0.11793933054393306
13,220503,4,7,021,1,13,stationary,6515,0.17674986435160064
14,220503,4,7,021,1,14,stationary,1510,0.04891321952641638
15,220503,4,7,021,1,15,stationary,7103,0.17130522863206638
16,220503,4,7,021,1,16,stationary,4780,0.14201675678887635
17,220503,4,7,021,1,17,stationary,4751,0.13714170250844326
18,220503,4,7,021,1,18,stationary,2703,0.07352901172438182
19,220503,4,7,021,1,19,stationary,2225,0.09279339394444908
20,220503,4,7,021,1,20,stationary,6254,0.2214981406056313
21,220503,4,7,021,1,21,stationary,7990,0.20769970625698614
22,220503,4,7,021,1,22,stationary,1781,0.059543311825081074
23,220503,4,7,021,1,23,stationary,3294,0.09073380343763772
24,220503,4,7,021,1,24,stationary,2495,0.06560437537798113
25,220503,4,7,021,1,25,stationary,2646,0.11873990306946688
26,220503,4,7,021,1,26,stationary,1877,0.06616143813887909
27,220503,4,7,021,1,27,stationary,1946,0.053012967200610224
28,220503,4,7,021,1,28,stationary,3803,0.13365431925212623
29,220503,4,7,021,1,29,stationary,465,0.021305841924398626
30,220503,4,7,021,1,30,stationary,735,0.0384655641616077
31,220503,4,7,021,1,31,stationary,1663,0.08375723998992697
32,220503,4,7,021,1,32,stationary,2992,0.12460436448442445
33,220503,4,7,021,1,33,stationary,1925,0.12899551028613548
34,220503,4,7,021,1,34,stationary,1395,0.14371072421963532
35,220503,4,7,021,1,35,stationary,4982,0.22063773250664304
36,220503,4,7,021,1,36,stationary,3699,0.14329433640660108
37,220503,4,7,021,1,37,stationary,5073,0.24956953805283613
0,220503,4,7,021,2,0,retrograde,122736,0.3402811278383099
1,220503,4,7,021,2,1,retrograde,102108,0.4006277710205203
2,220503,4,7,021,2,2,retrograde,94242,0.4185594116131783
3,220503,4,7,021,2,3,retrograde,110760,0.6101437220089131
4,220503,4,7,021,2,4,retrograde,99536,0.7039121948459732
5,220503,4,7,021,2,5,retrograde,101978,0.7085742078932741
6,220503,4,7,021,2,6,retrograde,91757,0.7503536819724415
7,220503,4,7,021,2,7,retrograde,68367,0.6723476653160773
8,220503,4,7,021,2,8,retrograde,59629,0.5983963551701991
9,220503,4,7,021,2,9,retrograde,80164,0.8707231768513892
10,220503,4,7,021,2,10,retrograde,61633,0.8521083920918014
11,220503,4,7,021,2,11,retrograde,53042,0.7976840363937138
12,220503,4,7,021,2,12,retrograde,57486,0.7923529655001309
13,220503,4,7,021,2,13,retrograde,40842,0.6948281728479074
14,220503,4,7,021,2,14,retrograde,62485,0.8545775322082114
15,220503,4,7,021,2,15,retrograde,58763,0.8257173369305567
16,220503,4,7,021,2,16,retrograde,47933,0.8095970003040233
17,220503,4,7,021,2,17,retrograde,45615,0.8024593624656956
18,220503,4,7,021,2,18,retrograde,38869,0.8288870407097008
19,220503,4,7,021,2,19,retrograde,30730,0.9067571555030982
20,220503,4,7,021,2,20,retrograde,28888,0.7838923260610008
21,220503,4,7,021,2,21,retrograde,29158,0.8997161194766724
22,220503,4,7,021,2,22,retrograde,28733,0.9352885648253637
23,220503,4,7,021,2,23,retrograde,30994,0.9277140890179293
24,220503,4,7,021,2,24,retrograde,37840,0.847860183732915
25,220503,4,7,021,2,25,retrograde,48430,0.954699574199653
26,220503,4,7,021,2,26,retrograde,45936,0.8428314557263954
27,220503,4,7,021,2,27,retrograde,37519,0.8331445828614572
28,220503,4,7,021,2,28,retrograde,32441,0.767325795922229
29,220503,4,7,021,2,29,retrograde,46283,0.9285012137139648
30,220503,4,7,021,2,30,retrograde,33531,0.8739769587655737
31,220503,4,7,021,2,31,retrograde,13834,0.7193219633943427
32,220503,4,7,021,2,32,retrograde,18488,0.9403865717192269
33,220503,4,7,021,2,33,retrograde,25365,0.8962897526501766
34,220503,4,7,021,2,34,retrograde,7577,1.0
35,220503,4,7,021,2,35,retrograde,9453,1.0
36,220503,4,7,021,2,36,retrograde,15178,1.0
37,220503,4,7,021,2,37,retrograde,17411,0.9942893038661412
0,220503,4,7,021,2,0,anterograde,97800,0.27114696831073776
1,220503,4,7,021,2,1,anterograde,87042,0.34151528230078076
2,220503,4,7,021,2,2,anterograde,67358,0.2991588129224811
3,220503,4,7,021,2,3,anterograde,33526,0.18468470949865312
4,220503,4,7,021,2,4,anterograde,19547,0.1382351277191593
5,220503,4,7,021,2,5,anterograde,26278,0.18258754863813229
6,220503,4,7,021,2,6,anterograde,19350,0.15823690558940182
7,220503,4,7,021,2,7,anterograde,18348,0.18044136737343142
8,220503,4,7,021,2,8,anterograde,24842,0.2492975272960822
9,220503,4,7,021,2,9,anterograde,5369,0.058316859644168315
10,220503,4,7,021,2,10,anterograde,5416,0.0748790266832573
11,220503,4,7,021,2,11,anterograde,5587,0.08402135498909692
12,220503,4,7,021,2,12,anterograde,9382,0.12931592948408704
13,220503,4,7,021,2,13,anterograde,6958,0.11837359646138142
14,220503,4,7,021,2,14,anterograde,3880,0.05306490877759239
15,220503,4,7,021,2,15,anterograde,5351,0.07519039991006941
16,220503,4,7,021,2,16,anterograde,3655,0.06173360808026213
17,220503,4,7,021,2,17,anterograde,3190,0.056118499753711915
18,220503,4,7,021,2,18,anterograde,3610,0.07698377156505236
19,220503,4,7,021,2,19,anterograde,211,0.006226025376217173
20,220503,4,7,021,2,20,anterograde,2104,0.057093237816129384
21,220503,4,7,021,2,21,anterograde,178,0.005492470994816095
22,220503,4,7,021,2,22,anterograde,1771,0.057647863025292144
23,220503,4,7,021,2,23,anterograde,537,0.016073513125205784
24,220503,4,7,021,2,24,anterograde,0,0.0
25,220503,4,7,021,2,25,anterograde,0,0.0
26,220503,4,7,021,2,26,anterograde,8153,0.14959084070309348
27,220503,4,7,021,2,27,anterograde,6338,0.1407412342060267
28,220503,4,7,021,2,28,anterograde,6022,0.14243814749988173
29,220503,4,7,021,2,29,anterograde,636,0.01275904267057195
30,220503,4,7,021,2,30,anterograde,479,0.012485012771724965
31,220503,4,7,021,2,31,anterograde,610,0.031717970049916805
32,220503,4,7,021,2,32,anterograde,37,0.0018819938962360123
33,220503,4,7,021,2,33,anterograde,264,0.00932862190812721
34,220503,4,7,021,2,34,anterograde,0,0.0
35,220503,4,7,021,2,35,anterograde,0,0.0
36,220503,4,7,021,2,36,anterograde,0,0.0
37,220503,4,7,021,2,37,anterograde,0,0.0
0,220503,4,7,021,2,0,stationary,140154,0.38857190385095236
1,220503,4,7,021,2,1,stationary,65720,0.25785694667869896
2,220503,4,7,021,2,2,stationary,63558,0.2822817754643406
3,220503,4,7,021,2,3,stationary,37245,0.2051715684924338
4,220503,4,7,021,2,4,stationary,22321,0.15785267743486747
5,220503,4,7,021,2,5,stationary,15664,0.10883824346859367
6,220503,4,7,021,2,6,stationary,11178,0.09140941243815677
7,220503,4,7,021,2,7,stationary,14969,0.14721096731049133
8,220503,4,7,021,2,8,stationary,15177,0.1523061175337187
9,220503,4,7,021,2,9,stationary,6533,0.07095996350444246
10,220503,4,7,021,2,10,stationary,5281,0.07301258122494124
11,220503,4,7,021,2,11,stationary,7866,0.11829460861718927
12,220503,4,7,021,2,12,stationary,5683,0.078331105015782
13,220503,4,7,021,2,13,stationary,10980,0.18679823069071114
14,220503,4,7,021,2,14,stationary,6753,0.09235755901419623
15,220503,4,7,021,2,15,stationary,7052,0.09909226315937386
16,220503,4,7,021,2,16,stationary,7618,0.1286693916157146
17,220503,4,7,021,2,17,stationary,8039,0.1414221377805925
18,220503,4,7,021,2,18,stationary,4414,0.09412918772524684
19,220503,4,7,021,2,19,stationary,2949,0.08701681912068457
20,220503,4,7,021,2,20,stationary,5860,0.15901443612286986
21,220503,4,7,021,2,21,stationary,3072,0.09479140952851148
22,220503,4,7,021,2,22,stationary,217,0.007063572149344097
23,220503,4,7,021,2,23,stationary,1878,0.05621239785686492
24,220503,4,7,021,2,24,stationary,6790,0.15213981626708492
25,220503,4,7,021,2,25,stationary,2298,0.04530042580034695
26,220503,4,7,021,2,26,stationary,413,0.007577703570511174
27,220503,4,7,021,2,27,stationary,1176,0.026114182932516154
28,220503,4,7,021,2,28,stationary,3815,0.0902360565778892
29,220503,4,7,021,2,29,stationary,2928,0.058739743615463316
30,220503,4,7,021,2,30,stationary,4356,0.11353802846270135
31,220503,4,7,021,2,31,stationary,4788,0.24896006655574043
32,220503,4,7,021,2,32,stationary,1135,0.05773143438453713
33,220503,4,7,021,2,33,stationary,2671,0.09438162544169611
34,220503,4,7,021,2,34,stationary,0,0.0
35,220503,4,7,021,2,35,stationary,0,0.0
36,220503,4,7,021,2,36,stationary,0,0.0
37,220503,4,7,021,2,37,stationary,100,0.005710696133858717
0,220503,4,7,022,0,0,retrograde,8094,0.2545843424653226
1,220503,4,7,022,0,1,retrograde,2921,0.5705078125
2,220503,4,7,022,0,2,retrograde,4179,0.9562929061784897
3,220503,4,7,022,0,3,retrograde,7025,0.8939933825400865
4,220503,4,7,022,0,4,retrograde,5088,0.8746776689014956
5,220503,4,7,022,0,5,retrograde,6333,0.9491906474820144
6,220503,4,7,022,0,6,retrograde,10424,0.9650958244606981
7,220503,4,7,022,0,7,retrograde,7844,0.8873303167420814
8,220503,4,7,022,0,8,retrograde,1997,0.4880254154447703
9,220503,4,7,022,0,9,retrograde,7184,0.9272070211667527
10,220503,4,7,022,0,10,retrograde,2093,0.21145685997171146
11,220503,4,7,022,0,11,retrograde,151,0.01055132415624345
12,220503,4,7,022,0,12,retrograde,0,0.0
13,220503,4,7,022,0,13,retrograde,0,
14,220503,4,7,022,0,14,retrograde,2096,0.6698625759028444
15,220503,4,7,022,0,15,retrograde,1989,1.0
16,220503,4,7,022,0,16,retrograde,4287,1.0
17,220503,4,7,022,0,17,retrograde,4105,0.7423146473779385
18,220503,4,7,022,0,18,retrograde,6160,1.0
19,220503,4,7,022,0,19,retrograde,7225,0.9454331326877781
20,220503,4,7,022,0,20,retrograde,1449,1.0
21,220503,4,7,022,0,21,retrograde,3802,1.0
22,220503,4,7,022,0,22,retrograde,856,1.0
23,220503,4,7,022,0,23,retrograde,2952,1.0
24,220503,4,7,022,0,24,retrograde,3574,1.0
25,220503,4,7,022,0,25,retrograde,2564,1.0
26,220503,4,7,022,0,26,retrograde,1153,1.0
27,220503,4,7,022,0,27,retrograde,459,1.0
28,220503,4,7,022,0,28,retrograde,1660,1.0
29,220503,4,7,022,0,29,retrograde,2026,1.0
30,220503,4,7,022,0,30,retrograde,1381,1.0
31,220503,4,7,022,0,31,retrograde,693,1.0
32,220503,4,7,022,0,32,retrograde,1267,1.0
33,220503,4,7,022,0,33,retrograde,4808,1.0
34,220503,4,7,022,0,34,retrograde,1553,1.0
0,220503,4,7,022,0,0,anterograde,6615,0.2080646683232158
1,220503,4,7,022,0,1,anterograde,1305,0.2548828125
2,220503,4,7,022,0,2,anterograde,191,0.0437070938215103
3,220503,4,7,022,0,3,anterograde,543,0.06910155255790278
4,220503,4,7,022,0,4,anterograde,635,0.10916279869348461
5,220503,4,7,022,0,5,anterograde,339,0.050809352517985615
6,220503,4,7,022,0,6,anterograde,377,0.03490417553930192
7,220503,4,7,022,0,7,anterograde,980,0.11085972850678733
8,220503,4,7,022,0,8,anterograde,97,0.02370478983382209
9,220503,4,7,022,0,9,anterograde,86,0.01109963861641714
10,220503,4,7,022,0,10,anterograde,0,0.0
11,220503,4,7,022,0,11,anterograde,0,0.0
12,220503,4,7,022,0,12,anterograde,0,0.0
13,220503,4,7,022,0,13,anterograde,0,
14,220503,4,7,022,0,14,anterograde,0,0.0
15,220503,4,7,022,0,15,anterograde,0,0.0
16,220503,4,7,022,0,16,anterograde,0,0.0
17,220503,4,7,022,0,17,anterograde,1425,0.2576853526220615
